,test_val,test_val_pred
98,525000,542326.6486467619
99,425000,452095.7897814084
100,3000000,2974433.9446924934
101,550000,589437.1682776714
102,1700000,1497698.9579375328
103,7000000,5631600.861262534
104,1600000,1504772.925932345
105,450000,503391.1263375608
106,280000,324147.94372977957
107,1200000,1004591.1969904801
108,725000,842936.2780222694
109,220000,269162.3148726931
110,400000,445898.166456507
111,775000,771055.969257155
112,250000,280637.17574686045
113,100000,119358.52369021435
114,1,0.5878856514714356
115,425000,515999.4847090878
116,500000,560570.6425324449
117,950000,981786.0357243139
118,675000,711999.8211127539
119,6500000,5901934.57144679
120,375000,387315.1199491406
121,525000,551773.4951573452
122,14500000,12210772.746428613
123,1,0.9278171017082887
124,450000,478398.0631076609
125,775000,884810.3310428215
126,325000,382269.40291830123
127,1100000,1047028.1834449138
128,825000,877411.5955714796
129,475000,513695.73090847733
130,325000,364345.42207587097
131,675000,648477.3743235209
132,675000,695414.8354994499
133,550000,580292.1510532794
134,5500000,4283225.656810076
135,400000,462612.17902795045
136,30000,44946.54525250952
137,180000,164685.22922703976
138,1300000,1478338.6500928008
139,190000,194217.8756026451
140,260000,325452.6245132613
141,2300000,1976975.867730904
142,450000,513436.1503509032
143,900000,821349.3718266186
144,130000,166721.5403235455
145,2400000,2191595.9300882663
146,1,0.8973044618975806
147,375000,386333.0974497527
148,22500000,20022103.817298584
149,1,0.8920224207187828
150,825000,799131.6160837896
151,1,1.146744032908588
152,625000,738210.1886195485
153,725000,745737.5881840015
154,10500000,9089068.70138931
155,250000,282344.78553075844
156,375000,414089.30286555795
157,825000,819686.545226419
158,2500000,2170871.188664249
159,60000,62391.506128324916
160,325000,359013.3333849952
161,775000,771538.5007757747
162,1800000,1595510.5760175427
163,3500000,3044651.1995944646
164,650000,649340.0477109831
165,210000,213662.490263673
166,3200000,3260041.740012699
167,1400000,1206444.4651089462
168,475000,526282.0514245306
169,2400000,2009706.5210535107
170,1300000,1378254.9076160907
171,130000,162130.62981710953
172,525000,537348.7987193342
173,60000,64829.83410219866
174,2200000,2291972.1599951982
175,625000,698150.5940439322
176,7500000,6734765.702012351
177,325000,340433.18761837814
178,210000,282231.7168891692
179,50000,70243.98477706063
180,350000,376630.46070965246
181,325000,334005.2948354024
182,12500000,10948839.743032515
183,400000,476669.3224935673
184,1300000,1295006.2868159027
185,675000,739676.6925211368
186,3800000,3178436.560660731
187,450000,541269.4830326267
188,525000,596544.5404071073
189,2000000,1838012.3288197673
190,425000,579574.822374797
191,70000,76072.84446439236
192,210000,225699.68421297794
193,400000,444272.8855180953
194,250000,296708.8940875183
195,7500000,5980634.86406472
196,1100000,1177792.7329384147
197,725000,759867.4405597465
198,190000,241407.6522687099
199,80000,102857.37456663154
200,190000,216048.75780780343
201,1000000,973052.8757449737
202,80000,102438.4922942749
203,100000,108604.9576307689
204,1600000,1816695.856015194
205,200000,226302.74113766168
206,775000,863146.5146629125
207,475000,507279.279703837
208,50000,57922.25483603113
209,100000,108917.88963448572
210,475000,549553.1493054009
211,1300000,1468463.3302357155
212,650000,689050.8925813665
213,425000,453405.7996928327
214,975000,947729.6941719864
215,375000,427699.460587247
216,1800000,1844257.8572755281
217,1600000,1471126.570326523
218,230000,240619.73207891616
219,1300000,1300378.5963512133
220,230000,286709.0290877357
221,90000,114929.24450518843
222,650000,660121.9455868016
223,1000000,1119366.2120359065
224,80000,117742.48946824842
225,600000,618175.0913728613
226,350000,374356.89914574963
227,525000,577235.9975336271
228,230000,287033.22327904654
229,375000,432580.125746408
230,3600000,3491568.7856615027
231,190000,246066.6552910665
232,80000,89471.73866821281
233,550000,592085.1143641674
234,270000,344624.5222459451
235,3300000,2957296.2963341568
236,475000,523788.50705964485
237,140000,160333.46806938708
238,37500000,38957785.57804355
239,26000000,24296066.984574642
240,1400000,1242138.2132762861
241,80000,85943.91362341176
242,475000,516813.06712119165
243,2000000,1719904.8076501868
244,220000,278103.7252308344
245,650000,679143.628422897
246,450000,501070.06888041587
247,250000,301453.81775033707
248,2700000,2729400.308708703
249,130000,154820.66057035906
250,2600000,2547528.403105537
251,900000,849903.2577838302
252,1300000,1134223.350611603
253,1500000,1480768.4125595624
254,950000,866295.0707418054
255,2500000,2086967.892063282
256,475000,592832.0608411655
257,350000,385371.2053204488
258,2700000,2769153.084861512
259,6500000,5812018.573893583
260,230000,266627.92559408705
261,350000,385321.96097185474
262,5500000,4993825.116107965
263,550000,569829.1238421228
264,180000,176226.93641981622
265,1100000,1171064.7759432546
266,925000,946784.7641149185
267,230000,321910.47903272655
268,575000,593766.7860731172
269,200000,203653.53134391175
270,325000,327503.8172203008
271,230000,239630.4485906553
272,3000000,2575118.0735234083
273,1,0.9429379475480978
274,12000000,10386062.71512053
275,3200000,2985135.942482696
276,210000,275241.70836447406
277,900000,887601.8657743902
278,250000,328458.1297776768
279,240000,269090.96362559893
280,90000,101069.66316353028
281,3000000,2819163.1553344284
282,300000,336744.6965260061
283,325000,326525.4959421333
284,650000,797005.1114821901
285,950000,975878.945345057
286,140000,175788.8371810655
287,60000,83199.58276887178
288,550000,627340.1131353647
289,1700000,1765469.7235682255
290,600000,624670.3104088412
291,150000,180032.04820490757
292,1200000,1212877.0484268349
293,90000,105844.66752575048
294,425000,474011.51455874875
295,120000,136118.024885002
296,675000,705828.6629537684
297,15500000,14769175.4348933
298,110000,144457.2957964157
299,1000000,890328.3343572709
300,5500000,5023056.732553394
301,1,0.9832470997293754
302,170000,209765.40769152477
303,6000000,5055900.967548789
304,1400000,1242328.9477638872
305,100000,116379.95960367745
306,140000,143730.0789090038
307,32500000,27938371.575849153
308,170000,216117.58617964838
309,9000000,9896094.643634068
310,625000,655696.0645636417
311,875000,876725.7165685979
312,2600000,2350427.6340266643
313,70000,102686.8352623585
314,160000,199620.25873939466
315,150000,196045.4724209748
316,900000,901440.2823068186
317,130000,148913.714829393
318,220000,283715.1586473528
319,290000,290806.07381960505
320,2900000,3524266.596087271
321,4200000,3436309.5147809135
322,3100000,2801132.4075303595
323,17000000,15355637.917657427
324,50000,53437.07287441715
325,625000,667144.4266657571
326,625000,665697.9182648138
327,1600000,1535974.5695828057
328,160000,189765.14708668896
329,5000000,4459596.32365767
330,8500000,7816481.768492976
331,875000,1022753.3186487103
332,260000,272790.52311318635
333,140000,174470.08138631735
334,2500000,2141125.7670456376
335,900000,913818.7926098331
336,6500000,6176403.370984508
337,450000,486734.1157839494
338,325000,368664.1176564265
339,70000,88578.3340932367
340,725000,741742.8992128927
341,375000,430795.04321628023
342,60000,62473.55264962274
343,875000,893010.3745943803
344,1300000,1518372.398267951
345,160000,275760.35353132617
346,750000,787797.8522747967
347,400000,421681.82524488866
348,100000,121207.62665021022
349,80000,89771.1386235791
350,900000,1013658.647557445
351,5500000,6226222.917646847
352,900000,976777.4559414512
353,900000,938362.9466209292
354,1200000,1284873.325974232
355,140000,165463.70568340822
356,9000000,8063465.346026666
357,12500000,11395072.22374405
358,130000,180294.584729535
359,375000,412518.981095057
360,1200000,1173499.725650547
361,1200000,1200637.8255866903
362,2500000,2162013.91338856
363,160000,186641.11177468565
364,130000,169183.6614709165
365,1200000,1161576.9922460127
366,8500000,7468318.699406736
367,475000,576124.5183080207
368,170000,193879.21750817823
369,5500000,5622467.322137687
370,600000,681657.3885811769
371,625000,642471.8915617167
372,775000,733888.2871674007
373,650000,669632.9314463374
374,425000,481798.0965242619
375,350000,396255.07955461496
376,3200000,2905633.782814652
377,325000,333732.42420258163
378,5000000,4677058.974411766
379,4900000,5045280.327486484
380,900000,941346.7782259211
381,2400000,2274990.5529854707
382,650000,772338.7262222184
383,220000,275267.9587109753
384,190000,190491.87948707383
385,70000,90311.34529823132
386,650000,732038.0136261382
387,8000000,5499225.156845698
388,425000,501898.40225684864
389,2900000,3269874.8188290275
390,6500000,5158954.335118478
391,800000,871066.8658195311
392,2200000,2067881.2758755735
393,1200000,1266913.847221154
394,180000,191596.8837444571
395,160000,202473.7787014728
396,425000,464344.8466212569
397,3600000,3310230.622821878
398,925000,998851.6741326823
399,800000,862118.1768938545
400,130000,179084.4078550552
401,500000,563739.059867564
402,100000,119372.86702593538
403,650000,622551.3193242578
404,575000,628015.9329324468
405,220000,261070.71216705
406,12000000,11188961.080608323
407,450000,481856.9133582882
408,1,0.9005359645207094
409,2200000,1882841.69267579
410,500000,552126.1699994603
411,17500000,16364895.967523277
412,950000,981262.7812045298
413,3100000,3054254.0173131516
414,925000,930211.1882810934
415,1000000,1109712.9440141334
416,1000000,954971.5574482746
417,12000000,11437794.957364991
418,7000000,5633814.029824191
419,550000,719223.6042778664
420,1700000,2591740.939910058
421,8000000,6841990.710516939
422,4700000,4117602.173496731
423,1200000,1312510.0555820998
424,4300000,4214504.665485995
425,16000000,14240187.030447079
426,50000,65070.97220667775
427,850000,832249.4011762121
428,325000,349840.31488932
429,300000,367263.6068670795
430,975000,1203895.230979716
431,1100000,1240343.6643494864
432,190000,201859.5147464159
433,375000,353289.6322815475
434,525000,557581.1300648956
435,3500000,3315165.3469578
436,2900000,2835551.6959055867
437,60000,81060.86955628716
438,1300000,1332654.0889479292
439,600000,683230.4421443976
440,775000,797072.0016198008
441,1100000,1066213.7363583234
442,575000,588058.7507091641
443,1600000,1548387.535176765
444,325000,353808.2004500787
445,750000,837548.2378778431
446,1400000,1275261.0502055455
447,475000,516885.03134797764
448,700000,762874.2159410055
449,575000,609655.3930153587
450,450000,530536.7132820224
451,290000,322539.2096372241
452,300000,338918.7694272712
453,300000,354592.89085977024
454,3300000,3241508.9085785127
455,270000,321905.8740993232
456,14000000,11409861.187582463
457,280000,299509.7894251044
458,290000,283927.3663074711
459,170000,205529.5363398933
460,150000,173868.9624648821
461,3300000,3093629.9175063805
462,450000,503537.0891363279
463,18000000,15379379.982655486
464,5500000,4660024.614395378
465,925000,850067.0007987245
466,1600000,1410554.4984368149
467,325000,348941.3281526404
468,925000,1145220.7587873014
469,525000,573000.1416937956
470,150000,174992.15339972795
471,3100000,2785601.5470816824
472,2100000,2068847.8234704991
473,4300000,4040082.9411900043
474,625000,641625.6855667745
475,3900000,3608964.014609826
476,350000,389618.7013511662
477,550000,556717.7042172152
478,850000,1085941.3818463627
479,575000,513011.30925971584
480,90000,126895.1904443502
481,100000,125014.26959185653
482,525000,515704.8037074456
483,1100000,1215142.803828261
484,800000,871161.5723747825
485,3900000,4084884.736173042
486,260000,295256.6119362572
487,525000,553805.2485455233
488,15500000,13817260.62071245
489,230000,277665.66132048547
490,1800000,1587130.4000198473
491,5000000,4920202.305385906
492,1,0.8867564617281768
493,70000,84102.71756506215
494,475000,562342.9704192621
495,160000,198201.52680172195
496,150000,171917.4185846753
497,525000,571915.908125975
498,775000,824753.578253689
499,1800000,1611168.0621210067
500,110000,132381.43930438897
501,650000,732065.2410407106
502,250000,341122.8187714756
503,1,0.9045328369048746
504,1500000,1408178.1717898597
505,1,0.9698405380244695
506,825000,856514.4019045025
507,375000,404399.7350754209
508,6000000,4976130.577928924
509,1200000,1316635.8949206471
510,4300000,4125471.2397161676
511,9500000,7804057.750384939
512,750000,878629.0956649119
513,3700000,3159077.9297382236
514,925000,1046065.0511450986
515,7000000,5761198.665498062
516,23500000,15398165.103055798
517,1100000,951009.0104782176
518,3700000,3277952.0681482926
519,350000,414655.9859476323
520,1100000,1019522.144021854
521,725000,787528.931861187
522,2000000,1941661.1955253407
523,210000,264149.13875575986
524,950000,1055399.143399889
525,1100000,1006892.1968975274
526,4700000,3793269.4658576827
527,450000,418666.8999176725
528,5500000,4998899.736857226
529,90000,95462.32355210163
530,2700000,2501129.7171942345
531,1500000,1546511.8406038394
532,675000,631296.3854863199
533,1100000,1129715.2391085438
534,9500000,8362198.0283852825
535,1700000,2289881.3084665765
536,1100000,1136555.6833748922
537,12000000,10326487.748755794
538,1,1.0272868011581693
539,140000,136356.17886157773
540,1100000,1432315.2947302205
541,550000,593941.2198114358
542,325000,417586.2701733748
543,400000,448274.34695607435
544,4300000,3988029.1376538267
545,3100000,3159192.415609108
546,2800000,2430493.0553750955
547,350000,363876.64363114716
548,775000,868297.5230218399
549,575000,618564.8986478384
550,750000,801688.7715676363
551,4300000,3960369.1603981433
552,500000,501787.3682937321
553,500000,518926.3726481555
554,1100000,1208501.107522082
555,475000,551724.0334265706
556,675000,743934.7686478683
557,190000,238382.73824719334
558,775000,874667.9582235005
559,15000000,13100346.80486282
560,130000,123860.42318494036
561,7500000,7294856.112103004
562,120000,158811.6769630947
563,975000,1097966.9855832022
564,550000,581453.257909819
565,7500000,8079437.728070449
566,110000,139876.28092463675
567,220000,251769.86467066323
568,1600000,1863733.3878914095
569,350000,399997.2044614165
570,27000000,23775748.195484623
571,1100000,1100782.0595313036
572,8500000,7986825.032746243
573,3700000,3006076.440805296
574,15000000,12846571.108557867
575,5000000,4846444.555707531
576,1100000,1169522.3551044841
577,625000,687113.1171435898
578,5500000,4879934.692325183
579,3800000,3503489.8650178355
580,110000,102359.4891706164
581,150000,178008.95178871634
582,7500000,7428653.241332458
583,325000,407195.40276491526
584,6500000,5337458.301945049
585,675000,720815.290907965
586,425000,470751.27345248044
587,3500000,2824979.1320333094
588,6500000,6100017.421106706
589,5000000,4369771.2243516
590,550000,568725.9404931237
591,100000,127329.41345040876
592,350000,370873.3942033315
593,2200000,1825938.1111053023
594,120000,132276.4419815066
595,875000,908215.8300001072
596,8000000,6899205.175218482
597,350000,411143.169599054
598,375000,408995.0140335971
599,800000,874719.6769512556
600,140000,135719.3074650562
601,675000,803078.3973316759
602,290000,315766.0656575923
603,2400000,2242036.6753158746
604,3000000,2556684.6439913665
605,4000000,5339229.98444091
606,41500000,44947342.56190508
607,1000000,1095850.7384637042
608,1,0.9201263659058211
609,650000,764011.470179463
610,5500000,4954461.991446783
611,250000,333761.0699156409
612,375000,394388.13908396784
613,450000,411943.8254123735
614,525000,615668.7553716324
615,400000,407700.1583565551
616,800000,863770.6960234897
617,220000,251365.61018996412
618,6500000,5721180.407952367
619,6500000,5194926.0094034495
620,60000,72630.20892846644
621,210000,257201.44735490167
622,375000,338696.46829372103
623,925000,869974.3317946645
624,1300000,1043091.4336411098
625,7500000,6524888.695194665
626,375000,420194.90004919923
627,1100000,1267397.2286918685
628,4500000,4317074.6636074595
629,350000,415273.3420156822
630,1100000,1100430.4368639812
631,15500000,14034743.737428134
632,27000000,25351184.913341478
633,190000,245505.97050951075
634,260000,308125.00542008434
635,100000,115844.34417592385
636,150000,187715.72246197725
637,7500000,7163687.411821363
638,14500000,13591632.510605436
639,5500000,5484136.577072066
640,650000,727569.7383198757
641,7000000,6100907.552827106
642,190000,230507.93840241563
643,3500000,3249221.6986195436
644,375000,381912.66473723983
645,625000,663994.869141985
646,5500000,4825386.705937891
647,1300000,1687275.9252886013
648,725000,762218.2628527005
649,1,0.9665347686017538
650,525000,567559.3958317817
651,280000,297045.2454069585
652,1100000,1187051.7847922177
653,90000,100560.5775769583
654,220000,218057.0358743216
655,925000,946539.200552763
656,525000,574256.1781937861
657,1900000,1821786.2354876886
658,1100000,1157386.1368901609
659,350000,386074.54196945374
660,18500000,18974416.73810958
661,60000,74754.93866492882
662,675000,997674.0284457365
663,400000,457107.04751253506
664,22000000,22551939.62263506
665,800000,699969.9513507647
666,2400000,2496437.5408333344
667,130000,164631.05379454012
668,9000000,8011656.334928934
669,1200000,1291364.4202986746
670,2400000,2118951.6067375964
671,400000,451311.3430767937
672,3900000,3495800.2183618145
673,250000,320126.86965632875
674,2400000,2376870.810126404
675,425000,436981.4841899088
676,100000,148660.71691414498
677,2200000,2162609.872225178
678,575000,611275.03071754
679,1100000,1297556.6291708944
680,280000,317174.91136895557
681,160000,184937.3376425574
682,550000,569682.9595446613
683,1100000,1132276.9175540705
684,8500000,7667505.323018934
685,600000,630725.8989197165
686,210000,258921.47994422936
687,260000,335052.9945855961
688,3600000,3423115.0088985064
689,5500000,5088416.430435176
690,1100000,1268547.20875755
691,2600000,3845776.443225563
692,280000,323936.2577565023
693,2800000,2519832.977209039
694,200000,194248.9951562816
695,220000,257679.4636578312
696,2600000,2516686.881858188
697,1200000,1290583.8592523767
698,375000,426769.2698614399
699,140000,159374.5687994115
700,100000,101678.63556666895
701,3000000,2826132.4464912163
702,300000,336821.458873439
703,400000,430146.81793653173
704,1200000,1253499.1855179314
705,170000,215863.40122932487
706,3600000,3271758.8723645997
707,550000,567297.4831427293
708,825000,798663.8167217447
709,1100000,1050665.1182988016
710,270000,281179.6632467562
711,4500000,5815212.088094221
712,2800000,2681915.959834343
713,1000000,1110319.5183441183
714,6500000,5859681.252464357
715,210000,243174.6124868534
716,10500000,8948531.23965122
717,1200000,1104202.3211229807
718,8000000,6961437.63893163
719,3000000,2856630.4180170023
720,120000,159901.93773252147
721,750000,956887.8358577333
722,400000,446754.57398573094
723,1200000,1246904.669880226
724,1300000,1181995.4801197841
725,350000,400742.521679262
726,180000,166163.91478663762
727,220000,269345.39935367
728,400000,489694.3748988703
729,110000,125199.55993143098
730,1900000,1766734.6225123717
731,550000,518325.4334680545
732,6000000,5322412.565244081
733,625000,676001.2440354263
734,375000,387051.4777670735
735,1100000,1126121.4395331028
736,3000000,3319072.2084698984
737,450000,444697.2033507461
738,40000,45126.635366664785
739,300000,360203.70970347186
740,4200000,3802494.548938725
741,1300000,1630094.707753397
742,375000,390119.15482821723
743,2400000,2195717.235742052
744,12000000,9939413.62262525
745,12000000,8717986.446451738
746,4900000,4877985.111015294
747,675000,751436.6908438917
748,825000,737880.7844733826
749,375000,447815.0116403129
750,280000,308999.86380284844
751,8500000,8390596.603152016
752,600000,621888.4970093293
753,675000,789052.0222329383
754,800000,855484.175223966
755,400000,473452.6551903971
756,525000,546523.8761461186
757,230000,275239.3459560798
758,675000,1014689.6739802014
759,220000,270217.0748795071
760,140000,144911.2551429862
761,260000,296513.1478382651
762,475000,540766.9427289603
763,13500000,11065737.338544702
764,1,1.0317745867967594
765,230000,280636.1052030354
766,375000,415050.8296878553
767,9000000,6975074.091102726
768,475000,421695.90062922076
769,975000,1073560.0377432113
770,875000,915179.3218095418
771,350000,402854.24825179036
772,375000,464241.2350841736
773,1800000,2052975.0222841483
774,130000,142603.4024954712
775,83000000,78068084.99224888
776,3300000,2950977.1300352244
777,425000,450238.7615710944
778,400000,459537.2625962025
779,625000,709423.5537121979
780,725000,751479.6896264328
781,1800000,1663431.6281603063
782,3200000,3005371.286322411
783,575000,627377.8057913422
784,1000000,994802.8674561053
785,180000,230628.8763422
786,4600000,4245396.864984698
787,650000,754248.9637983476
788,70000,82973.99307399371
789,675000,718174.2498563798
790,140000,150113.72389628823
791,4200000,3460999.1294764755
792,1100000,920651.3828470485
793,1000000,1127379.7410812257
794,110000,141961.1782437513
795,110000,134720.03562764527
796,270000,326269.9374402091
797,475000,498968.5694222468
798,190000,205122.24329601167
799,1400000,1517959.7650104633
800,90000,96854.91624830084
801,5500000,5807048.83263111
802,5500000,4572114.7959098155
803,15500000,12575552.929626923
804,800000,795092.7595837686
805,13500000,11177591.974552432
806,130000,161966.1977707127
807,500000,507962.8360940699
808,5500000,5092436.046282145
809,325000,348549.8700923098
810,1800000,1957559.9262978884
811,120000,158927.73358543607
812,575000,640512.9899664338
813,220000,252436.56103011657
814,12000000,9801456.297867212
815,350000,388511.14404490596
816,325000,359805.45028288366
817,400000,453627.67591530294
818,1200000,1396838.601432034
819,190000,219860.77382385056
820,150000,185029.77861244572
821,4700000,4648067.452380193
822,1100000,1074555.6586173067
823,230000,262587.88437485596
824,250000,259819.87296012425
825,12500000,10077275.10352441
826,700000,696484.7348990091
827,3700000,4257836.545796255
828,11000000,10839646.38362457
829,1300000,1600542.8099994762
830,8000000,7061387.30281043
831,50000,68046.77860662706
832,1,0.9226873447601734
833,1200000,1211867.6785650454
834,7000000,5644042.414354964
835,1000000,997576.9846438686
836,325000,432853.3138214566
837,675000,779073.5593311114
838,13500000,12388783.856057
839,80000,92188.53328194225
840,525000,547086.0248933182
841,270000,307143.34736118594
842,2700000,2991787.8849520753
843,1100000,1204042.1998168624
844,700000,744108.609469125
845,5500000,4742256.249670882
846,200000,206571.6008505535
847,450000,497552.06455795735
848,70000,71761.11139743957
849,6000000,4655493.789723179
850,130000,153536.45443189956
851,975000,1082695.3864526108
852,350000,393219.3955457306
853,350000,414126.4257247667
854,240000,305083.47941214906
855,2900000,2715592.8157996424
856,8000000,6492499.725482666
857,150000,201377.66512760462
858,425000,426362.8715913835
859,525000,526684.2282572119
860,50000,63335.72315807074
861,3300000,3013683.116113186
862,300000,324566.1591693912
863,150000,192388.05031327676
864,1100000,1134925.5780169922
865,725000,822460.842301058
866,2100000,1890030.6707366223
867,1100000,1139868.5772130445
868,4800000,3714275.251207384
869,240000,285906.00683819683
870,1200000,1185742.712795922
871,8500000,7261608.477151943
872,41000000,35929867.37125143
873,40000000,31295699.23556851
874,210000,272440.06176027114
875,4100000,3491235.8195913294
876,260000,279832.74511743063
877,290000,317566.866982324
878,12500000,11712161.515225196
879,1500000,1566398.9116635406
880,1000000,1089755.0548228936
881,300000,348264.1206576225
882,240000,260619.95644867848
883,3100000,2828518.714143773
884,130000,122536.77846540537
885,1500000,1334139.34820073
886,625000,588574.367014502
887,550000,610248.7224925263
888,180000,231767.91490111622
889,900000,898093.755846954
890,450000,550225.9743746588
891,280000,336581.915485033
892,3800000,3538215.40017565
893,6500000,6316315.360696572
894,400000,424801.098633699
895,325000,372346.6119381766
896,325000,379475.1017949453
897,270000,370090.43939407874
898,150000,235666.61907946013
899,6000000,4969870.316656926
900,1500000,1635220.4251970719
901,1100000,1118925.4168857248
902,525000,559314.6681698674
903,550000,557234.0048877042
904,475000,535210.4871268305
905,2000000,2801188.5068208245
906,450000,506853.73258162953
907,1300000,1468672.009990429
908,170000,208338.93742041668
909,900000,927816.39487736
910,150000,162584.2994240954
911,250000,261586.8518952661
912,400000,370430.83554026065
913,3200000,3425120.021500607
914,50000,62910.719858052995
915,700000,757586.0002569499
916,36500000,32699793.91310503
917,210000,270769.1140461805
918,13500000,12156673.35704305
919,1500000,1427068.704458797
920,190000,229757.34622883037
921,500000,580585.5323432867
922,450000,494742.43084167136
923,8000000,6652279.923978717
924,3100000,2729330.0297212335
925,140000,185011.78075677008
926,8500000,7276235.380776294
927,325000,344997.42378602433
928,1000000,1136750.8028352428
929,1300000,1334228.41458377
930,1400000,1311442.7835634951
931,1200000,1316934.7715952706
932,190000,207118.6104556691
933,210000,223271.11675956246
934,450000,481699.7781646639
935,2400000,2210689.892156818
936,350000,416188.3986843326
937,190000,219874.19347006507
938,400000,412584.29211832443
939,650000,704534.7469956372
940,375000,494511.29150836094
941,7000000,6412864.9614519775
942,350000,390362.54921159777
943,1100000,1162880.4560257685
944,18500000,17468852.976378683
945,240000,282636.55013920745
946,650000,678953.2366555299
947,260000,314367.67507117457
948,750000,752712.650352851
949,4400000,3635237.3385767653
950,25000000,20614692.081800487
951,2000000,1635650.8949384857
952,500000,533354.2661754192
953,400000,419929.3006427175
954,850000,894757.9464875447
955,3300000,3036931.6042913357
956,3700000,3119615.663529587
957,400000,447534.9415499542
958,950000,975864.0547276862
959,725000,850215.3694782341
960,1300000,1367460.1231703938
961,6500000,5555617.675265646
962,1400000,1412703.0876843047
963,575000,652886.906483579
964,725000,763803.1138141098
965,850000,902047.4210695233
966,60000,87874.42899463819
967,90000,114185.03474773087
968,13500000,12600114.525195645
969,4300000,3699896.989306884
970,2100000,1906508.1982637122
971,975000,937230.6961863628
972,170000,214141.46521052247
973,150000,172098.8465183345
974,1000000,1004239.6531279143
975,14500000,12784484.284746664
976,90000,98263.32567533606
977,475000,506067.4112797139
978,2200000,1823479.2402475157
979,6000000,6074549.668689964
980,675000,716313.7241998898
981,1100000,1333650.861229365
982,5500000,4550920.648454712
983,375000,394402.43182082765
984,650000,694296.9178558002
985,31500000,28332149.752275433
986,12500000,11944621.197022764
987,700000,721361.9994397764
988,675000,721410.1571560146
989,90000,123283.20832111652
990,350000,405658.96150428744
991,900000,886147.1082978977
992,180000,222523.71592113157
993,170000,210004.6011817018
994,325000,385558.3177088291
995,2000000,1629821.1247297677
996,1400000,1667529.507281065
997,190000,229180.9250772081
998,675000,810463.0133882236
999,1200000,1123781.5820878309
1000,400000,450860.07500531414
1001,350000,405761.88105564256
1002,2100000,2221095.46648111
1003,4100000,4346525.3503463315
1004,220000,280245.8966208077
1005,800000,818908.3277339522
1006,160000,187203.17410743347
1007,1100000,1038010.628155202
1008,325000,349078.12605379673
1009,1,0.9371100828571381
1010,7000000,5262597.341012671
1011,7000000,5468651.293031212
1012,1600000,1447515.2172572133
1013,600000,612576.9930144667
1014,1200000,1109228.3462859762
1015,600000,706833.6887569294
1016,290000,320295.74329865683
1017,550000,575134.1894255751
1018,375000,348631.98331872176
1019,375000,419553.82231933955
1020,3600000,2887292.2889305763
1021,325000,381853.3014425256
1022,600000,564858.4265142961
1023,575000,681925.2738129954
1024,4800000,4111296.556321364
1025,350000,354786.3746558007
1026,1500000,1934279.5233742513
1027,1700000,1591919.0895100604
1028,4500000,4014029.0808256697
1029,220000,248711.8636022877
1030,160000,198478.82348732193
